id	japanese	translation
TROOP35_p2_2	ちょっと…　ちょっとちょっと青龍…！？	Hey... hey hey, Seiryu...!?
TROOP35_p2_4	ちゃんと言うことを聞いてもらえるかしら…	Will you please listen to me...
TROOP35_p2_5	私だってあなたの爪でひっかかれたら	Even I would hurt badly if you
TROOP35_p2_6	すごく痛いんだけど…	scratched me with those claws...
TROOP35_p2_9	なんだ…あいつら？	What's going on with them...?
TROOP35_p3_2	もはや明らかに…	It's now clear...
TROOP35_p3_3	青龍さん真面目にやる気ないわね…コレ…	Seiryu has no intention of fighting seriously...
TROOP35_p3_6	龍はオレらと戦う気がなさそうだぜ…？	The dragon doesn't seem to want to fight us...?
TROOP35_p3_9	どういうことだ…。	What does this mean...
TROOP35_p4_2	はいストップ！ストーー―――ップ！	Okay, stop! Stooop!
TROOP35_p4_4	タイムです！タイム！！	Time out! Time out!!
TROOP35_p4_5	青龍さん…ちょっと会議です、会議…。	Seiryu... we need a meeting, a meeting...
TROOP36_p0_10	こいつはムチでの攻撃も強力だが、	Its whip attacks are powerful,
TROOP36_p0_11	魔法も使ってくる…　強敵だ。	and it uses magic too... a formidable foe.
TROOP36_p0_14	こっちも紋章の魔法をフル動員しなければ	Without throwing all our crest magic into play,
TROOP36_p0_15	勝てないだろう…。	we probably can't win...
TROOP36_p0_16	みんな、魔法や回復アイテムを忘れるな！！	Everyone, don't forget magic and recovery items!!
TROOP36_p0_19	おう！　わかったぜ！	Yeah! Got it!
TROOP36_p0_2	てめえら…　青龍を失っただけでも、	You lot... losing Seiryu already,
TROOP36_p0_3	こっちはもう後がねえんだ…	we've got nothing left...
TROOP36_p0_6	遊びは終わりだからなー…	The games are over now...
TROOP36_p0_7	てめえらの人生も終わりだからなーーーー！！	And so are your lives—!!
TROOP36_p1_2	おい！　アンタ！	Hey! You!
TROOP36_p1_3	5ターン以内にオレらを倒すって言ってたよな？	You said you'd beat us within five turns, right?
TROOP36_p1_6	ああん！！？？？	Huh!!???
TROOP36_p1_9	やれるもんならやってみろよ！	Go ahead and try, if you can!
TROOP36_p2_12	セイリューの当主のナガレさーーーーん？	Nagare, lord of Seiryu~?
TROOP36_p2_15	はい、ナガレです。	Yes, I'm Nagare.
TROOP36_p2_18	ナガレさんでしたらこの激しいバトルの	If it's Lady Nagare, even in the middle
TROOP36_p2_19	最中でも、きっとお分かりになると	of this fierce battle, surely you'd know
TROOP36_p2_2	あれ！？　あれれれれ？？	Huh!? Wha...??
TROOP36_p2_20	思うんですがー	don't you think~?
TROOP36_p2_23	いま何ターン経過したでしょうかーーー？	How many turns have passed by now~?
TROOP36_p2_26	この会話をしている段階でちょうど	At this very moment in the conversation,
TROOP36_p2_27	6ターンです。	it's exactly six turns.
TROOP36_p2_30	だとよーーーーーミケーネ！！	You hear that—!! Mycenae!!
TROOP36_p2_33	えーーーーーい、うるさい！！！！！！	Bah—! Shut up!!!!!!
TROOP36_p2_34	ほんの少し寿命が延びたことに感謝しろ！！	Be grateful your lives were extended by a moment!!
TROOP36_p2_35	すぐだ…もうすぐに終わらせてやる…！！！！	Soon... I'll end this soon...!!!!
TROOP36_p2_38	あ、そう。へへへ…	Oh, is that so. Hehehe...
TROOP36_p2_39	バー――――――カ！！	You idiooooot!!
TROOP36_p2_5	あんだあ！？どうしたコラあ！！？？	What was that!? Say that again!!??
TROOP36_p2_8	ちょっとここで、冷静にバトルを観察するのが	Let's ask Nagare, who's so good at calmly
TROOP36_p2_9	得意なナガレさんに聞いてみましょう…	observing a battle...
TROOP41_p0_2	オレが成長していないと思うなよ…ナウ―！！	Don't think I haven't grown... Nau!!
TROOP41_p1_10	遠慮はいらねえ！　本気で来やがれーー！！	No holding back! Come at me for real—!!
TROOP41_p1_2	ずっとイメージしていたぜ…	I've been picturing it all along...
TROOP41_p1_3	アンタの攻撃パターンをよーーーー	your attack patterns—
TROOP41_p1_9	オレはアンタにぜってー勝つ！！	I'm definitely beating you!!
TROOP41_p2_11	へへ！　いや、わかんねーわ…	Heh! Nah, I don't know...
TROOP41_p2_5	焦ってるみてーだな、ナウ―！	You seem tense, Nau!
TROOP41_p3_5	いける…！　集中しろ、オレ…！！	I can do this...! Focus, me...!!
TROOP42_p0_2	お前がその紋章の力でどこまでやれるのか…	Let's see how far you can go with the crest's power...
TROOP42_p0_3	ウィン、見せてみろよ。	Win, show me.
TROOP42_p0_9	　　　　　　ウィンは頷いて、武器を構えた	Win nods and readies his weapon.
TROOP42_p1_14	　　　　　　　　　　ウィンは頷いた！	Win nodded!
TROOP42_p1_2	なるほどな…　お前の紋章の力も、	I see... I've got a good handle on your crest's power
TROOP42_p1_3	このバケモノの力も、大体分かった。	and this monster's strength.
TROOP42_p1_6	ウィン、そのハヤテの魔法を俺にかけろ！	Win, cast your Hayate on me!
TROOP42_p1_7	俺が常に先手を取ることが出来れば…	If I can always strike first...
TROOP42_p1_8	この敵は単なるザコだ！	this foe is mere fodder!
TROOP42_p2_13	フン…　その目、一応分かってるみたいだな。	Hmph... those eyes show you understand.
TROOP42_p2_2	ウィン、お前もその素早さを活かして、	Win, use that agility of yours to
TROOP42_p2_3	俺が戦いやすいようにサポートするんだ。	support me so I can fight easier.
TROOP42_p2_6	お前の紋章はサポート向きだ。	Your crest suits support.
TROOP42_p2_7	…分かるか？	...Understand?
TROOP43_p0_2	いけっ！　ウィン！！	Go, Win!!
TROOP43_p0_3	ピピンなんか倒してしまえーい！！	Knock Pipin out already!!
TROOP43_p0_6	ウィン！　ピピンは操られている！	Win! Pipin is being controlled!
TROOP43_p0_7	何かがきっかけで正気に戻るかも知れん！	Something might snap him back to his senses!
TROOP43_p1_14	　　　　　　　　ウィンは首を横に振った！	Win shook his head!
TROOP43_p1_2	俺は…天才だ…	I... am a genius...
TROOP43_p1_3	そう呼ぶのは俺だけじゃない、誰もが認める。	It's not just me saying it—everyone agrees.
TROOP43_p1_6	そんな俺が、貴様のような新米の小僧に、	And someone like me had everything taken
TROOP43_p1_7	すべてを奪われた…	by a rookie brat like you...
TROOP43_p1_8	その理由を、貴様は答えられるのか！？	Can you tell me why!?
TROOP43_p2_16	　　　　　　　ウィンは左手を高くかかげた！	Win raises his left hand high!
TROOP43_p2_17	　　ハヤテの魔法が発動！　ウィンの回避力がアップした！	Hayate activates! Win's evasion increases!
TROOP43_p2_2	ウィン！	Win!
TROOP43_p2_3	風の紋章の力とお前の素早さがあれば…	With the Wind Crest's power and your agility...
TROOP43_p2_6	ピピンの攻撃と言えども、	even Pipin's attacks
TROOP43_p2_7	避け続けることができるはずだ！	you should be able to keep dodging!
TROOP43_p2_8	避け続けろ！　ウィン！	Keep dodging! Win!
TROOP43_p3_2	…風の紋章の力か。	...The Wind Crest's power, is it.
TROOP43_p3_5	…俺から奪ったその力で、俺の攻撃をすべて	...With the power you stole from me, you mean to
TROOP43_p3_6	避け続けようと言うんだな…　ウィン！！	dodge all my attacks... don't you, Win!!
TROOP43_p4_10	ウィン…　手を抜いているのか…？	Win... are you holding back...?
TROOP43_p4_2	ふざけているのか！　ウィン！！	Are you mocking me! Win!!
TROOP43_p4_5	えーい！　ウィンのやつ…	Bah! That Win...
TROOP43_p4_6	避けているばかりで、ちっともピピンに	he's only dodging, not dealing any
TROOP43_p4_7	ダメージを与えられぬではないか！	damage to Pipin at all!
TROOP43_p5_15	　　　　　　ウィンは気合をこめて斬りかかった！	Win charges in with all his spirit!
TROOP43_p5_18	　　　　　　　　　…しかし力がはいらない	...But his strength won't come out.
TROOP43_p5_2	俺を憐れむのか…ウィン……！！	You would pity me... Win......!!
TROOP43_p5_21	ピピン！！　目を覚ませ！！	Pipin!! Wake up!!
TROOP43_p5_22	ウィンはお前を殺したくないのだ…	Win doesn't want to kill you...
TROOP43_p5_23	殺せないのだ……　ピピン…！	he can't... Pipin...!
TROOP43_p5_26	それが屈辱なんだろう…？	That's what humiliates you, isn't it...?
TROOP43_p5_27	それが許せないんだよ…	You can't stand it...
TROOP43_p5_30	俺を憐れむなと言っているだろうがああ！！！	I told you not to pity me, damn it!!!
TROOP43_p5_36	もうよい！　ピピンを殺せ！	Enough! Kill Pipin!
TROOP43_p5_37	ウィンにできないのであれば…　我が斬る！！	If Win cannot... then I shall strike!!
TROOP43_p5_40	な、ななな、なりませぬぞ陛下！！	N-No, no, no, you mustn't, Your Majesty!!
TROOP43_p5_41	いまのあやつに近付くなど…	Getting near him now...
TROOP43_p5_42	ウィン以外には不可能です！！	is impossible for anyone but Win!!
TROOP43_p5_45	サクソン殿の言う通りですぞ、陛下！	Lord Saxon speaks the truth, Your Majesty!
TROOP43_p5_46	ここは、ウィンに任せてやって下さい！	Please, leave this to Win!
TROOP43_p5_49	むう…	Hmm...
TROOP43_p5_5	そんな風に扱われて…　俺が喜ぶと思うのか…	Do you think I'm pleased... being handled like this...
TROOP43_p5_8	余計に情けなく…！　みじめになるだけだと…	It only makes me more pathetic...! More miserable...
TROOP43_p5_9	わからないか！！　ウィン！！！	Can't you see!? Win!!
TROOP43_p6_12	…違う　俺はこんなこと望んじゃいない…	...No, this isn't what I want...
TROOP43_p6_13	ウィン、俺はこんなことをしたくはない…	Win, I don't want to do this...
TROOP43_p6_19	術が…　解けだしたのか…！？	The spell... is it starting to break...!?
TROOP43_p6_2	…う、ううう……っ！！	...Ngh... hnnn...!!
TROOP43_p6_23	…う、うおおおおおお…！！	...U-Ughhhh...!!
TROOP43_p6_5	なにやらピピンが苦しみだしたぞ…！？	Something's making Pipin writhe in pain...!?
TROOP43_p6_9	………ピピン！	.........Pipin!
TROOP43_p7_12	俺は死を…選ぶ…！！	I choose... death...!!
TROOP43_p7_18	　　　　　　ピピンは自らの体に斬りつけた！	Pipin slashes his own body!
TROOP43_p7_2	クソッ　俺としたことが…	Damn it, to think I'd come to this...
TROOP43_p7_24	なに！？	What!?
TROOP43_p7_27	ああ…ピピン…！　やめろ！！	Ah... Pipin...! Stop!!
TROOP43_p7_3	こんな術なんかに…！	Don't yield to this spell...!
TROOP43_p7_6	ピピン！　正気に戻ったか！？	Pipin! Are you back in your right mind!?
TROOP43_p7_9	クッ…！　こんな醜態を晒すくらいなら…	Hmph...! Rather than show such a disgrace...
TROOP43_p8_10	ぐああ…！！	Gwaah...!!
TROOP43_p8_19	　　　　　　ピピンは自らの体に斬りつけた！	Pipin slashes his own body!
TROOP43_p8_2	…ううっ…！！	...Ugh...!!
TROOP43_p8_25	自分の身体を切り刻むことで…	By cutting his own body...
TROOP43_p8_26	術を…　術に操られた自分を封じようと	he's trying to seal away the self controlled
TROOP43_p8_27	しているのか…！	by the spell...!
TROOP43_p8_5	操りの術は解けていない…	The control spell hasn't lifted...
TROOP43_p8_6	それなのに…　自らの精神力で…	And yet... with sheer willpower...
TROOP43_p8_7	術と戦っているのか…　ピピン…！	he's fighting the spell... Pipin...!
TROOP43_p9_18	　　　　　　ピピンは自らの体に斬りつけた！	Pipin slashes his own body!
TROOP43_p9_2	…はぁ　…はぁ	...Hah... hah
TROOP43_p9_24	ピピン…　なんという高潔な男…！！	Pipin... what a noble man...!!
TROOP43_p9_27	ピピンやめろ！　もういい！！	Pipin, stop! Enough!!
TROOP43_p9_28	お前の身体は　もう十分に傷付いている！！	Your body is already wounded enough!!
TROOP43_p9_29	それ以上の自傷は必要ない！！	No more self-harm!!
TROOP43_p9_32	……うるさいッ！！	.........Shut up!!
TROOP43_p9_35	…っ！！	...!!
TROOP43_p9_5	ピピン！　死んでしまうぞ…　ピピン！	Pipin! You'll die... Pipin!
TROOP43_p9_8	そろそろ…　お前らでも…	By now... even you lot...
TROOP43_p9_9	俺にトドメを刺せるだろう…	should be able to finish me off...
TROOP74_p0_10	あれは一体なんだ…　見たことのない武器だ…	What on earth is that... a weapon we've never seen...
TROOP74_p0_13	なんにしてもパッと見…　肉弾戦が強そうだ…	Either way, at a glance... it looks strong in melee...
TROOP74_p0_14	ナガレのテッペキの魔法が活躍しそうだぜー？	Nagare's Iron Wall spell should shine here~?
TROOP74_p0_2	気持ちわりいっ！！　なんだよこれ……っ！？	Gross!! What IS this...!?
TROOP74_p0_5	ところどころ人間のようにも見えるが…	Parts of it look almost human, but...
TROOP74_p0_6	にしたってデカ過ぎんだろー！！！！	But even so, this thing's way too big!!!!
TROOP74_p0_9	そんであの腕に繋がった凄い音出してる刃物？	And that blade attached to its arm, making that awful noise?
TROOP74_p1_2	しっかしなんちゅーバケモンだよ…	Man, what a monster...
TROOP74_p1_3	闇のエレメントが復活すると、こんなのが	If the Dark Element revives, this world
TROOP74_p1_4	ウヨウヨする世界になっちまうのかーー！？	would be swarming with things like this—!?
TROOP74_p1_7	そんな世の中になったら、とてもじゃないけど、	If the world became like that, no matter how many
TROOP74_p1_8	あたしたちが何人いても追いつかないだろうな	of us there were, we couldn't keep up.
TROOP75_p0_10	まさに異形のモノって感じだ…！	It truly feels like something from beyond...!
TROOP75_p0_2	うおおおおおお！	Whoooaa!
TROOP75_p0_3	近くで見ると、完全に龍だなコイツ！	Up close, it's completely a dragon!
TROOP75_p0_6	龍は龍でも、セイリューのあいつとは違う…	A dragon, sure, but not like the one in Seiryu...
TROOP75_p0_7	禍々しい殺気を周囲にばらまいてやがる…	It's radiating a sinister bloodlust...
TROOP75_p1_2	でけえぜーーーー！！	It's huge—!!
TROOP75_p1_3	でもこんなのが相手でも負ける気がしねえ…　	But even against this, I don't feel like losing...
TROOP75_p1_6	あたしらも紋章の力ですっかり異形のものに	With the crest's power, I feel like we've
TROOP75_p1_7	なっちまった気がするな…	become just as monstrous ourselves...
TROOP78_p0_10	さあああああ継承者たちよおおおおおお！！！	Come, inheritors—!!!
TROOP78_p0_13	私が長年…　研究！　開発！　発見！！	The many great magics I've researched! Developed!
TROOP78_p0_14	…してきた数々の大魔法を………	and discovered over the years......
TROOP78_p0_17	惜しみなくすべて披露してやろう！！！！！	I shall display them all without restraint!!!!!
TROOP78_p0_2	四天王最強の…　大魔道士…　だったよな？	The strongest of the Four Generals... the Grand Mage... right?
TROOP78_p0_3	ってことは当然、めちゃ強い魔法を使ってくる	Which means, of course, he uses insanely powerful
TROOP78_p0_6	闇の力や魔法に耐性のあるあたし達でも、	Even with our resistance to Dark power and magic,
TROOP78_p0_7	どのくらい耐えられるのか…　わからない。	I don't know how long we can withstand it.
TROOP78_p1_12	これが四天王最強の魔法か…	So this is the strongest of the Generals' magic...
TROOP78_p1_13	なんつーか…　これといって対策がねえ！！！	Honestly... we've got no counter for it!!!
TROOP78_p1_16	だーかーらー言ってるだろう！！？？	That's what I keep telling you!!??
TROOP78_p1_17	私は本来ラスボスポジション！！	I'm supposed to be the final boss!!
TROOP78_p1_2	あー　気持ちいいいいいいいいいいいい！！！	Ahh, it feels soooo good!!!
TROOP78_p1_20	お手軽な攻略などなあああああああいいい！！	There'll be no cheap tricks—!!
TROOP78_p1_21	真っ向勝負のガチバトルでしか私には勝てん！！	You can only beat me in a straight-up, all-out fight!!
TROOP78_p1_5	ちょっといままで見てきた魔法とは違う…	This magic's different from what we've seen...
TROOP78_p1_6	きっと、まだ他の魔法も残しているだろうな…	He's surely holding back other spells...
TROOP78_p1_9	もちのローーーーーーーーーーーーン！！！！	Of course~!!!!
TROOP78_p2_10	闇いんふるなんとかが広がって…	The Dark Flu-whatever spreads...
TROOP78_p2_11	みんなが死んでしまう…！！	and everyone dies...!!
TROOP78_p2_14	闇インフルエンザについては…	About the Dark Flu...
TROOP78_p2_15	正直スマンかったと思ってる。	Honestly, I feel bad about that one.
TROOP78_p2_18	は…？	Huh...?
TROOP78_p2_2	へっ…　結構戦える気がしてきたぜ…	Heh... I'm starting to feel like we can win...
TROOP78_p2_21	気に入らないものは全てを皆殺しにする…	Slaughtering everything we dislike...
TROOP78_p2_22	それは、私たちが人間たちからされてきたこと	that is exactly what was done to us
TROOP78_p2_23	とまったく同じだ…	by humans...
TROOP78_p2_26	だが…　もうここが限界…　ここが最後…！！	But... this is our limit... our last stand...!!
TROOP78_p2_27	ここで大きな力を取り戻さねば…	If we don't reclaim great power here...
TROOP78_p2_28	我々が皆殺しにされてしまう…！！	we'll be the ones slaughtered...!!
TROOP78_p2_3	なんとかなるかもな！	We might just make it!
TROOP78_p2_31	何を言ってんだ…　こいつは…	What is he talking about...
TROOP78_p2_34	最後にキミたちのような楽しい人間に会えて…	At the end, to meet such delightful humans as you...
TROOP78_p2_35	うれしかったよおおおおおおおおおおお！！！	it made me so happy—!!!
TROOP78_p2_6	ダメだ！　時間がかかり過ぎている…！	No good! This is taking too long...!
TROOP78_p2_7	こうしている間にも…魔王とやらが誕生して…	Even as we speak... the Demon King is being born...
TROOP78_p3_10	なんもいえねええええええ！！！！！	I've got nothing to say—!!!!!
TROOP78_p3_13	え…、いや、言いまくってるだろう……？	Eh... no, you're saying plenty......?
TROOP78_p3_16	さすがにホノオも突っ込んだ…！！	Even Hono had to point that out...!!
TROOP78_p3_2	全能感…ッ！！	Omnipotence...!!
TROOP78_p3_3	己の持つすべての力…感情を…！！！	All the power... all the emotion within...!!!
TROOP78_p3_6	ありのまま垂れ流しに解き放つ解放感ッ！！	The sheer liberation of unleashing it all as it is!!
TROOP78_p3_9	きもちいいいいいいいいいいいい！！！！	It feels soooo good!!!!
TROOP78_p4_12	やるじゃん　キミたちーーーーーーー！！！！	Not bad, you lot—!!!!
TROOP78_p4_15	私もちゃんと全ての力を使い切れるように…	So that I too can use up all my power...
TROOP78_p4_16	頑張るよおおおおおおおお…ッ！！	I'll do my best—!!
TROOP78_p4_17	かきゅごしりょよおおおおお！！！？？	Huh-wha-wha—!!!???
TROOP78_p4_2	あー　これちょっとやばい…	Ah, this is getting a bit dangerous...
TROOP78_p4_20	くっ！！　すげえ気合だ！！	Ugh!! The spirit behind this is insane!!
TROOP78_p4_23	噛みまくってんのに一切後悔していない！！	He's stuttering up a storm and feels no shame!!
TROOP78_p4_5	えーいまちょうどですねー	Um, right about now~
TROOP78_p4_6	私のＨＰが半分になりました！！！！！！！	my HP has reached half!!!!!!!
TROOP78_p4_9	えー！！？？　なんだそれ、親切だな！！！？	Huh!!?? What is that, how thoughtful!!!?
TROOP78_p5_11	私にもっとエレメントパワーを………	Give me more Elemental Power......
TROOP78_p5_14	もっと力おおおおおおおおおおおッ！！！！！	MORE POWER—!!!!!
TROOP78_p5_2	あっ　走馬灯………　お花畑見えてきた…	Oh... my life flashing before my eyes...... I can see the flower fields...
TROOP78_p5_21	　　　　　大魔道士ピケピケの魔力が暴走した！！	Grand Mage Pikepike's magic runs wild!!
TROOP78_p5_24	　　　　　ピケピケから猛烈な闇の波動を感じる！！	A violent wave of Dark energy emanates from Pikepike!!
TROOP78_p5_27	うおっ！？　マジかこいつ…！！	Whoa!? Is he serious...!!
TROOP78_p5_30	くっ…！！　やれるのか…あたしに…！！	Ugh...!! Can I do this...!!
TROOP78_p5_5	おい…大丈夫か！？	Hey... are you okay!?
TROOP78_p5_8	敵を心配なくていいんだよ！！	You don't need to worry about the enemy!!
TROOP79_p0_10	…へえ。	...Oh.
TROOP79_p0_2	…ほとんど魔法での攻撃なしの殴り合いなら、	...If it's a brawl with barely any magic,
TROOP79_p0_3	テッペキを二回使えば有利に戦えるはず。	using Iron Wall twice should give us the edge.
TROOP79_p0_6	自分自身を強化する魔法を持っているのが、	If you thought only you had magic that
TROOP79_p0_7	あなただけだと思ったら間違いよ？	strengthens yourself, you're mistaken.
TROOP79_p1_11	そんなスキをあたしは晒さない！	I won't expose such an opening!
TROOP79_p1_2	氷の魔法はあたしに利かない！	Ice magic doesn't work on me!
TROOP79_p1_3	無駄なことはやめるんだ！	Cease your pointless efforts!
TROOP79_p1_6	どうかしら？	Is that so?
TROOP79_p1_7	一瞬のスキを突いて、至近距離から放てば、	If I seize a moment's opening and unleash it at
TROOP79_p1_8	あなたでも無効化できないと思うけど…。	point-blank range, even you can't nullify it...
TROOP79_p2_10	あなたたちのご先祖様じゃないの？	Wouldn't it be your ancestors?
TROOP79_p2_13	…知らない！	...I don't know!
TROOP79_p2_2	あなたのつばめ返しって剣術…すごいわね。	That Swallow Reversal of yours... it's impressive.
TROOP79_p2_3	まるでサムライの使う剣術だわ。	Just like the swordsmanship of the samurai.
TROOP79_p2_6	…サムライ？　なんだそれは？	...Samurai? What's that?
TROOP79_p2_9	そういうひとたちがいたのよ…	There used to be people like that...
TROOP79_p3_11	自信があるのは結構だけれど、	Confidence is all well and good, but
TROOP79_p3_12	その余裕が、突然あなたの足をすくうのよ。	that composure will suddenly trip you up.
TROOP79_p3_15	ご忠告感謝するよ、ミケーネ！！	Thanks for the advice, Mycenae!!
TROOP79_p3_2	油断しないことね…	Don't let your guard down...
TROOP79_p3_3	あたしは絶対に勝つ気でいるわよ。	I intend to win, no matter what.
TROOP79_p3_6	大したもんだ…	Impressive...
TROOP79_p3_7	あたしの剣をこんなに受けて立っている相手は	You're the first to stand against my blade
TROOP79_p3_8	あんたで初めてだよ。	this well.
TROOP79_p4_2	うっ…　あと少し…　あと少しで…！！	Ugh... just a bit more... a bit more...!!
TROOP79_p4_5	ああ、あと少しだ…　	Ah, just a little more...
TROOP79_p4_6	あと少しで…　あたしの勝ちだあああああ！！	Just a little more... and I win—!!
TROOP80_p0_10	オレの方はバンバン使ってくからよー！！	I'll be blasting mine all over the place!!
TROOP80_p0_2	アンタって前のバトルまではよー…	Until the last battle, you...
TROOP80_p0_3	魔法とか、全然使わなかったよなー？	never used any magic at all, right?
TROOP80_p0_6	本当は使えたりするんだろー？	You actually can use it, can't you?
TROOP80_p0_7	いいんだぜ、使ってくれて。	It's fine, use it.
TROOP80_p1_11	それともオレが強くなり過ぎて…	Or have I grown so strong that...
TROOP80_p1_12	本気のアンタの圧倒的パワーすら	even your overwhelming full-power might
TROOP80_p1_13	怖くなくなっちまったってことかー？	no longer frightens me?
TROOP80_p1_2	…なんだよ？	...What is it?
TROOP80_p1_3	確かにデカくなって…	Sure, you've grown bigger...
TROOP80_p1_4	パワーは増してるみてーだけどよー	and your power seems greater, but—
TROOP80_p1_7	変わり映えしねーぜ？	it's nothing new, is it?
TROOP80_p1_8	本当にこんなモンか、ナウー！？	Is this really all you've got, Nau!?
TROOP80_p2_10	どっちなんだよ、本当は魔法があるのかよ！！	Which is it—do you have magic or not!!
TROOP80_p2_11	少しは喋ってくれーーーーー！！	Say something, will you!!
TROOP80_p2_2	だーかーらー…	That's... why...
TROOP80_p2_3	前と同じパターンの攻撃ばっかじゃ、	If you keep using the same attack patterns,
TROOP80_p2_4	いくらパワーがあっても通用しねーぜ！！	all that power won't do you any good!!
TROOP80_p3_11	う…お………　　なんだって…？	Ugh... wh-what...?
TROOP80_p3_14	…光の柱に　魔力を注ぎ込んだ　我らには…	...We who poured our magic into the Pillar of Light...
TROOP80_p3_17	…これで　本気なのだ　ホノオ…	...with this, we are serious, Hono...
TROOP80_p3_2	こんなモンか…　ナウー…	Is this all... Nau...
TROOP80_p3_20	…くっ！　そうかよ…	...Hmph! Fine then...
TROOP80_p3_23	それならそれでしかたねえ…	If that's how it is, so be it...
TROOP80_p3_24	でもこっちは本気で行かせてもらうぜ…	But I'll be going all out too...
TROOP80_p3_27	急いでるんだ…　使命があるんだオレには！！	I'm in a hurry... I have a mission!!
TROOP80_p3_30	………コクリ	.........(nod)
TROOP80_p3_5	アンタの力が、こんなモンなワケがねえだろ！	There's no way that's all your power!
TROOP80_p3_8	…我は本気だ　ホノオよ	...I am serious, Hono.
TROOP80_p4_14	　　　　　　ナウーは不思議な構えを取った！	Nau takes a strange stance!
TROOP80_p4_17	　　　　　　ナウーの反撃確率がアップした！	Nau's counter rate increases!
TROOP80_p4_18	　　　　　　ナウーのぼうぎょ力がアップした！	Nau's defense increases!
TROOP80_p4_2	…今のは効いたはず…！！	...That should have landed...!!
TROOP80_p4_21	…なんだあ？　　へへ…　とにかく…	...What the—? Heh... anyway...
TROOP80_p4_22	やっと新しい技を見せてくれるみてえだなー	Looks like he's finally showing a new move~
TROOP80_p4_25	…だが、アンタはもう瀕死のはずだ…	...But you should be at death's door...
TROOP80_p4_26	こっちの攻撃の手は緩めねえぜーーー！！！！	We won't be letting up—!!!!
TROOP81_p0_10	すぐに死なれちゃったらつまんないからさあ？	It wouldn't be fun if you died right away, so~?
TROOP81_p0_2	さあて…　魔王になったボクの力が、	Now then... just how incredible the power of me,
TROOP81_p0_3	いったいどれだけ凄いのかを…	the Demon King, is...
TROOP81_p0_6	試させてもらうねー？	let me test it out on you~?
TROOP81_p0_7	本気で耐えてねー	Hold out for real, okay?
TROOP81_p1_10	…んだよ　死ねよ！！！！！！	...Damn it, just die!!!!!!
TROOP81_p1_11	魔王のボクが攻撃してるんだぞーーー！！！？	The Demon King me is attacking—!!!?
TROOP81_p1_2	アレー？	Hmm?
TROOP81_p1_3	意外と耐えちゃったねえ…　1ターン！！	You actually survived... one turn!!
TROOP81_p1_6	やるじゃーーーーん！！	Not bad~!!
TROOP81_p1_7	意外と楽しませてくれるんだねー！？	You're more entertaining than I thought!?
TROOP82_p0_14	　　　　　　　　　ウィンはうなずいた！	Win nodded!
TROOP82_p0_2	奴の炎の魔法は俺の魔法で相殺できる。	His fire magic can be canceled by my magic.
TROOP82_p0_3	しかし魔王とか名乗るくらいだ…	But he calls himself a Demon King...
TROOP82_p0_4	他にも危険な技があるかも知れん。	he may have other dangerous tricks.
TROOP82_p0_7	気を引き締めつつも、チャンスと見れば	Stay sharp, and when we see an opening,
TROOP82_p0_8	一気に攻めるぞ！！	we strike all at once!!
TROOP82_p1_10	ちょびっとだけ、拍子抜けだな…	Just a tiny bit anticlimactic...
TROOP82_p1_2	赤いのがジャマだ…	The red one is in the way...
TROOP82_p1_3	赤いのがジャマなんだよーー！！！！	The red one's in the way—!!!!
TROOP82_p1_6	おいおい…	Hey now...
TROOP82_p1_7	魔王ってのはこんなモンなのか？	Is this all a Demon King amounts to?
TROOP82_p2_10	派手なナリをしているだけのことはあるか。	At least the flashy getup's got some bite.
TROOP82_p2_2	くっそおおおおおおおおおおお！！！！！！	Dammit—!!!!!!
TROOP82_p2_5	ボクは魔王なんだ…	I am the Demon King...
TROOP82_p2_6	こんなところで終わってたまるかー！！！！	I won't end here—!!!!
TROOP82_p2_9	意外とタフだな。	He's tougher than expected.
TROOP82_p3_2	もっとパワーを…	More power...
TROOP82_p3_3	闇のエレメントパワーをおおおおお！！！！	DARK ELEMENTAL POWER—!!!!
TROOP82_p3_6	時間をかけると、奴がパワーアップしてしまう	If we take too long, he'll power up
TROOP82_p3_7	かも知れん…	even further...
TROOP82_p3_8	ウィン、そろそろ急ぐぞ！	Win, we need to hurry!
TROOP82_p4_10	闇のエレメントパワー自体と同化すると…	Once you merge with the Dark Elemental Power itself...
TROOP82_p4_11	自我を保てるかどうかわからないって…	you can't be sure you'll keep your sense of self...
TROOP82_p4_14	だからこそ、四天王の中で最も強いピケピケが	That's why Pikepike, the strongest of the Generals,
TROOP82_p4_15	魔王になるはずだった…	was supposed to become the Demon King...
TROOP82_p4_18	フン、分からんでもない…	Hmph, I can see the sense in it...
TROOP82_p4_19	お前のようなガキに、自我を保つことが	A brat like you keeping your sense of self—
TROOP82_p4_2	もう…　ダメだ…　終わりだ…	It's... over... this is the end...
TROOP82_p4_20	できるとは思えないからな。	I can't see that happening.
TROOP82_p4_23	ボクは嫌だった…	I didn't want it...
TROOP82_p4_24	どんなに強大な力を得られるとしても、	No matter how vast the power,
TROOP82_p4_25	自分がいなくなってしまうなんて…	losing myself was just...
TROOP82_p4_28	だけど…　もう終わりだ…	But... it's over now...
TROOP82_p4_29	こんなダサいやられ方するくらいなら…	If I'm to be taken down this lamely...
TROOP82_p4_32	もうどうなってもいい…	I don't care what happens anymore...
TROOP82_p4_33	オマエらだけは絶対にぶっ殺す…！！！！	But you lot—I'll kill you all for sure...!!!!
